Instrument_ID,EOM_Date,Fund_Name,Instrument_Type,Fund_Price,Final_Reference_Price,Price_Difference,Price_Source_Flag
PSA,2023-07-31,rpt-Catalysm,Equities,281.75,0.0,281.75,No Reference Price Found
MCO,2022-08-31,Applebead,Equities,281.74,0.0,281.739990234375,No Reference Price Found
ROK,2023-04-30,Applebead,Equities,281.06,0.0,281.05999755859375,No Reference Price Found
SBAC,2022-09-30,rpt-Catalysm,Equities,280.83,0.0,280.8299865722656,No Reference Price Found
ACN,2022-10-31,Belaware,Equities,280.62,0.0,280.6199951171875,No Reference Price Found
CI,2023-06-30,Fund Whitestone,Equities,280.6,0.0,280.6000061035156,No Reference Price Found
ALB,2023-01-31,TT_monthly_Trustmind,Equities,280.43,0.0,280.42999267578125,No Reference Price Found
PSA,2023-05-31,rpt-Catalysm,Equities,280.35,0.0,280.3500061035156,No Reference Price Found
PSA,2023-08-31,rpt-Catalysm,Equities,280.23,0.0,280.2300109863281,No Reference Price Found
AON,2022-10-31,Belaware,Equities,279.94,0.0,279.94000244140625,No Reference Price Found
ACN,2023-04-30,Belaware,Equities,279.28,0.0,279.2799987792969,No Reference Price Found
CI,2022-08-31,Fund Whitestone,Equities,278.86,0.0,278.8599853515625,No Reference Price Found
LIN,2022-08-31,Belaware,Equities,278.65,0.0,278.6499938964844,No Reference Price Found
ROK,2023-01-31,Applebead,Equities,278.58,0.0,278.5799865722656,No Reference Price Found
ALB,2022-10-31,TT_monthly_Trustmind,Equities,278.41,0.0,278.4100036621094,No Reference Price Found
NVDA,2023-03-31,Magnum,Equities,277.74,0.0,277.739990234375,No Reference Price Found
ROK,2023-05-31,Applebead,Equities,277.5,0.0,277.5,No Reference Price Found
ENPH,2022-09-30,Applebead,Equities,277.47,0.0,277.4700012207031,No Reference Price Found
NVDA,2023-04-30,Magnum,Equities,277.46,0.0,277.4599914550781,No Reference Price Found
SBAC,2022-12-31,rpt-Catalysm,Equities,277.22,0.0,277.2200012207031,No Reference Price Found
AON,2022-08-31,Belaware,Equities,277.18,0.0,277.17999267578125,No Reference Price Found
ACN,2023-01-31,Belaware,Equities,276.95,0.0,276.95001220703125,No Reference Price Found
MKTX,2022-12-31,Belaware,Equities,276.91,0.0,276.9100036621094,No Reference Price Found
IT,2022-09-30,Leeder,Equities,276.69,0.0,276.69000244140625,No Reference Price Found
MCO,2022-12-31,Applebead,Equities,276.56,0.0,276.55999755859375,No Reference Price Found
ALB,2022-11-30,TT_monthly_Trustmind,Equities,276.54,0.0,276.5400085449219,No Reference Price Found
WAT,2023-07-31,Applebead,Equities,276.21,0.0,276.2099914550781,No Reference Price Found
HCA,2023-08-31,Belaware,Equities,276.0,0.0,276.0,No Reference Price Found
SEDG,2022-08-31,Applebead,Equities,275.97,0.0,275.9700012207031,No Reference Price Found
SHW,2023-07-31,Leeder,Equities,275.89,0.0,275.8900146484375,No Reference Price Found
ADBE,2022-09-30,Report-of-Gohen,Equities,275.2,0.0,275.20001220703125,No Reference Price Found
SYK,2023-05-31,Fund Whitestone,Equities,274.89,0.0,274.8900146484375,No Reference Price Found
SYK,2023-08-31,Fund Whitestone,Equities,274.78,0.0,274.7799987792969,No Reference Price Found
PSA,2022-12-31,rpt-Catalysm,Equities,274.4,0.0,274.3999938964844,No Reference Price Found
GB00B3MYD345,2022-11-30,Fund Whitestone,Government Bond,274.31,0.0,274.30999755859375,No Reference Price Found
CI,2022-09-30,Fund Whitestone,Equities,274.05,0.0,274.04998779296875,No Reference Price Found
ODFL,2022-10-31,Applebead,Equities,273.65,0.0,273.6499938964844,No Reference Price Found
GB00B3MYD345,2022-12-31,Fund Whitestone,Government Bond,273.38,0.0,273.3800048828125,No Reference Price Found
COO,2022-10-31,Belaware,Equities,273.34,0.0,273.3399963378906,No Reference Price Found
GB00B3MYD345,2022-08-31,Fund Whitestone,Government Bond,273.25,0.0,273.25,No Reference Price Found
GB00B3MYD345,2023-02-28,Fund Whitestone,Government Bond,273.12,0.0,273.1199951171875,No Reference Price Found
GB00B3MYD345,2023-05-31,Fund Whitestone,Government Bond,273.11,0.0,273.1099853515625,No Reference Price Found
GB00B3MYD345,2023-04-30,Fund Whitestone,Government Bond,273.07,0.0,273.07000732421875,No Reference Price Found
GB00B3MYD345,2022-10-31,Fund Whitestone,Government Bond,273.07,0.0,273.07000732421875,No Reference Price Found
GB00B3MYD345,2023-07-31,Fund Whitestone,Government Bond,273.02,0.0,273.0199890136719,No Reference Price Found
GB00B3MYD345,2023-01-31,Fund Whitestone,Government Bond,272.96,0.0,272.9599914550781,No Reference Price Found
GB00B3MYD345,2023-08-31,Fund Whitestone,Government Bond,272.85,0.0,272.8500061035156,No Reference Price Found
HCA,2023-07-31,Belaware,Equities,272.81,0.0,272.80999755859375,No Reference Price Found
GB00B3MYD345,2023-03-31,Fund Whitestone,Government Bond,272.74,0.0,272.739990234375,No Reference Price Found
GB00B73ZYW09,2022-11-30,Magnum,Government Bond,272.68,0.0,272.67999267578125,No Reference Price Found
GB00B3MYD345,2022-09-30,Fund Whitestone,Government Bond,272.56,0.0,272.55999755859375,No Reference Price Found
DHR,2022-11-30,Belaware,Equities,272.53,0.0,272.5299987792969,No Reference Price Found
GB00B3MYD345,2023-06-30,Fund Whitestone,Government Bond,272.39,0.0,272.3900146484375,No Reference Price Found
GB00B73ZYW09,2022-10-31,Magnum,Government Bond,271.95,0.0,271.95001220703125,No Reference Price Found
STZ,2023-07-31,Fund Whitestone,Equities,271.9,0.0,271.8999938964844,No Reference Price Found
TFX,2023-04-30,Report-of-Gohen,Equities,271.74,0.0,271.739990234375,No Reference Price Found
MKTX,2023-05-31,Belaware,Equities,271.68,0.0,271.67999267578125,No Reference Price Found
GB00B73ZYW09,2022-12-31,Magnum,Government Bond,271.54,0.0,271.5400085449219,No Reference Price Found
GB00B73ZYW09,2022-08-31,Magnum,Government Bond,271.52,0.0,271.5199890136719,No Reference Price Found
GB00B73ZYW09,2023-02-28,Magnum,Government Bond,271.49,0.0,271.489990234375,No Reference Price Found
GB00B73ZYW09,2023-07-31,Magnum,Government Bond,271.47,0.0,271.4700012207031,No Reference Price Found
GB00B73ZYW09,2023-05-31,Magnum,Government Bond,271.41,0.0,271.4100036621094,No Reference Price Found
GB00B73ZYW09,2023-04-30,Magnum,Government Bond,271.37,0.0,271.3699951171875,No Reference Price Found
GB00B73ZYW09,2023-01-31,Magnum,Government Bond,271.29,0.0,271.2900085449219,No Reference Price Found
GB00B73ZYW09,2023-08-31,Magnum,Government Bond,271.17,0.0,271.1700134277344,No Reference Price Found
GB00B73ZYW09,2023-03-31,Magnum,Government Bond,271.09,0.0,271.0899963378906,No Reference Price Found
GB00B73ZYW09,2022-09-30,Magnum,Government Bond,270.98,0.0,270.9800109863281,No Reference Price Found
GB00B73ZYW09,2023-06-30,Magnum,Government Bond,270.8,0.0,270.79998779296875,No Reference Price Found
SNA,2023-07-31,Virtous,Equities,270.79,0.0,270.7900085449219,No Reference Price Found
HSY,2023-04-30,Belaware,Equities,270.53,0.0,270.5299987792969,No Reference Price Found
HD,2022-09-30,TT_monthly_Trustmind,Equities,270.36,0.0,270.3599853515625,No Reference Price Found
ODFL,2022-08-31,Applebead,Equities,270.17,0.0,270.1700134277344,No Reference Price Found
ALGN,2023-01-31,Report-of-Gohen,Equities,269.73,0.0,269.7300109863281,No Reference Price Found
WAT,2022-09-30,Applebead,Equities,269.53,0.0,269.5299987792969,No Reference Price Found
SEDG,2023-06-30,Leeder,Equities,269.05,0.0,269.04998779296875,No Reference Price Found
CAT,2023-08-31,Virtous,Equities,268.85,0.0,268.8500061035156,No Reference Price Found
DHR,2022-08-31,Belaware,Equities,268.79,0.0,268.7900085449219,No Reference Price Found
MKTX,2023-07-31,Belaware,Equities,268.5,0.0,268.5,No Reference Price Found
APD,2023-05-31,Belaware,Equities,267.54,0.0,267.5400085449219,No Reference Price Found
LIN,2022-09-30,Belaware,Equities,266.68,0.0,266.67999267578125,No Reference Price Found
WAT,2023-06-30,Applebead,Equities,266.54,0.0,266.5400085449219,No Reference Price Found
ANSS,2023-01-31,Applebead,Equities,266.36,0.0,266.3599853515625,No Reference Price Found
SBAC,2022-10-31,rpt-Catalysm,Equities,266.28,0.0,266.2799987792969,No Reference Price Found
ALB,2022-08-31,TT_monthly_Trustmind,Equities,266.22,0.0,266.2200012207031,No Reference Price Found
MKTX,2022-11-30,Belaware,Equities,266.01,0.0,266.010009765625,No Reference Price Found
AON,2022-09-30,Belaware,Equities,265.87,0.0,265.8699951171875,No Reference Price Found
WAT,2023-08-31,Applebead,Equities,265.64,0.0,265.6400146484375,No Reference Price Found
WST,2023-01-31,Belaware,Equities,265.33,0.0,265.3299865722656,No Reference Price Found
EG,2022-08-31,Leeder,Equities,265.2,0.0,265.20001220703125,No Reference Price Found
CAT,2023-07-31,Virtous,Equities,265.17,0.0,265.1700134277344,No Reference Price Found
ENPH,2022-12-31,Applebead,Equities,264.96,0.0,264.9599914550781,No Reference Price Found
SHW,2023-06-30,Leeder,Equities,264.93,0.0,264.92999267578125,No Reference Price Found
DHR,2022-12-31,Belaware,Equities,264.83,0.0,264.8299865722656,No Reference Price Found
META,2023-05-31,Applebead,Equities,264.72,0.0,264.7200012207031,No Reference Price Found
SNA,2023-08-31,Virtous,Equities,264.09,0.0,264.0899963378906,No Reference Price Found
COO,2022-09-30,Belaware,Equities,263.86,0.0,263.8599853515625,No Reference Price Found
STZ,2023-08-31,Fund Whitestone,Equities,263.83,0.0,263.8299865722656,No Reference Price Found
DHR,2023-01-31,Belaware,Equities,263.79,0.0,263.7900085449219,No Reference Price Found
ACN,2022-12-31,Belaware,Equities,263.76,0.0,263.760009765625,No Reference Price Found
AMP,2022-08-31,Magnum,Equities,263.69,0.0,263.69000244140625,No Reference Price Found
HCA,2023-05-31,Belaware,Equities,263.63,0.0,263.6300048828125,No Reference Price Found
ACN,2023-02-28,Belaware,Equities,263.55,0.0,263.54998779296875,No Reference Price Found
ITW,2023-07-31,TT_monthly_Trustmind,Equities,263.32,0.0,263.32000732421875,No Reference Price Found
HCA,2023-03-31,Belaware,Equities,263.12,0.0,263.1199951171875,No Reference Price Found
ALB,2022-09-30,TT_monthly_Trustmind,Equities,263.06,0.0,263.05999755859375,No Reference Price Found
SHW,2023-08-31,Leeder,Equities,262.7,0.0,262.70001220703125,No Reference Price Found
MCO,2022-10-31,Applebead,Equities,262.28,0.0,262.2799987792969,No Reference Price Found
SYK,2023-02-28,Fund Whitestone,Equities,261.52,0.0,261.5199890136719,No Reference Price Found
ROK,2022-11-30,Applebead,Equities,260.99,0.0,260.989990234375,No Reference Price Found
MKTX,2023-06-30,Belaware,Equities,260.72,0.0,260.7200012207031,No Reference Price Found
PH,2022-08-31,Belaware,Equities,260.62,0.0,260.6199951171875,No Reference Price Found
ADP,2023-08-31,Belaware,Equities,260.0,0.0,260.0,No Reference Price Found
ADP,2022-11-30,Belaware,Equities,259.88,0.0,259.8800048828125,No Reference Price Found
SBAC,2023-03-31,rpt-Catalysm,Equities,259.07,0.0,259.07000732421875,No Reference Price Found
MSFT,2022-08-31,Fund Whitestone,Equities,258.97,0.0,258.9700012207031,No Reference Price Found
SBAC,2023-04-30,rpt-Catalysm,Equities,258.89,0.0,258.8900146484375,No Reference Price Found
EG,2022-09-30,Leeder,Equities,258.68,0.0,258.67999267578125,No Reference Price Found
HSY,2023-05-31,Belaware,Equities,258.29,0.0,258.2900085449219,No Reference Price Found
DHR,2022-09-30,Belaware,Equities,257.46,0.0,257.4599914550781,No Reference Price Found
EPAM,2023-05-31,rpt-Catalysm,Equities,256.62,0.0,256.6199951171875,No Reference Price Found
SBAC,2023-02-28,rpt-Catalysm,Equities,256.49,0.0,256.489990234375,No Reference Price Found
SNA,2023-04-30,Virtous,Equities,256.22,0.0,256.2200012207031,No Reference Price Found
PANW,2023-06-30,Report-of-Gohen,Equities,255.51,0.0,255.50999450683594,No Reference Price Found
DHR,2023-07-31,Belaware,Equities,255.06,0.0,255.05999755859375,No Reference Price Found
STZ,2022-11-30,Fund Whitestone,Equities,254.62,0.0,254.6199951171875,No Reference Price Found
ESS,2022-08-31,TT_monthly_Trustmind,Equities,254.46,0.0,254.4600067138672,No Reference Price Found
ROK,2022-12-31,Applebead,Equities,254.42,0.0,254.4199981689453,No Reference Price Found
CI,2023-03-31,Fund Whitestone,Equities,254.33,0.0,254.3300018310547,No Reference Price Found
ANSS,2022-11-30,Applebead,Equities,254.3,0.0,254.3000030517578,No Reference Price Found
HCA,2023-01-31,Belaware,Equities,253.91,0.0,253.91000366210938,No Reference Price Found
MSFT,2022-11-30,Fund Whitestone,Equities,253.41,0.0,253.41000366210938,No Reference Price Found
ALB,2023-02-28,TT_monthly_Trustmind,Equities,253.39,0.0,253.38999938964844,No Reference Price Found
ACN,2022-09-30,Belaware,Equities,253.2,0.0,253.1999969482422,No Reference Price Found
TFX,2023-03-31,Report-of-Gohen,Equities,252.59,0.0,252.58999633789062,No Reference Price Found
SYK,2023-01-31,Fund Whitestone,Equities,252.5,0.0,252.5,No Reference Price Found
WTW,2023-01-31,Leeder,Equities,252.35,0.0,252.35000610351562,No Reference Price Found
CI,2023-04-30,Fund Whitestone,Equities,252.1,0.0,252.10000610351562,No Reference Price Found
HSY,2023-03-31,Belaware,Equities,252.05,0.0,252.0500030517578,No Reference Price Found
NSC,2022-11-30,Fund Whitestone,Equities,251.93,0.0,251.92999267578125,No Reference Price Found
DHR,2023-03-31,Belaware,Equities,251.75,0.0,251.75,No Reference Price Found
HII,2022-10-31,TT_monthly_Trustmind,Equities,251.27,0.0,251.27000427246094,No Reference Price Found
WAT,2023-05-31,Applebead,Equities,251.22,0.0,251.22000122070312,No Reference Price Found
ROK,2022-10-31,Applebead,Equities,251.0,0.0,251.0,No Reference Price Found
NDSN,2023-07-31,Virtous,Equities,250.87,0.0,250.8699951171875,No Reference Price Found
DHR,2022-10-31,Belaware,Equities,250.86,0.0,250.86000061035156,No Reference Price Found
TFX,2023-07-31,Report-of-Gohen,Equities,250.79,0.0,250.7899932861328,No Reference Price Found
ITW,2023-08-31,TT_monthly_Trustmind,Equities,250.37,0.0,250.3699951171875,No Reference Price Found
ITW,2023-06-30,TT_monthly_Trustmind,Equities,250.16,0.0,250.16000366210938,No Reference Price Found
PANW,2023-07-31,Report-of-Gohen,Equities,249.96,0.0,249.9600067138672,No Reference Price Found
CAT,2023-01-31,Virtous,Equities,249.69,0.0,249.69000244140625,No Reference Price Found
TFX,2022-12-31,Report-of-Gohen,Equities,248.55,0.0,248.5500030517578,No Reference Price Found
MSFT,2023-02-28,Fund Whitestone,Equities,248.35,0.0,248.35000610351562,No Reference Price Found
HSY,2023-06-30,Belaware,Equities,248.34,0.0,248.33999633789062,No Reference Price Found
ANSS,2022-08-31,Applebead,Equities,248.3,0.0,248.3000030517578,No Reference Price Found
GD,2022-11-30,Virtous,Equities,248.07,0.0,248.07000732421875,No Reference Price Found
ODFL,2022-09-30,Applebead,Equities,247.91,0.0,247.91000366210938,No Reference Price Found
AMP,2022-09-30,Magnum,Equities,247.89,0.0,247.88999938964844,No Reference Price Found
NDSN,2023-06-30,Virtous,Equities,247.45,0.0,247.4499969482422,No Reference Price Found
SNA,2023-05-31,Virtous,Equities,247.35,0.0,247.35000610351562,No Reference Price Found
SHW,2022-11-30,Leeder,Equities,247.29,0.0,247.2899932861328,No Reference Price Found
ADP,2023-07-31,Belaware,Equities,247.26,0.0,247.25999450683594,No Reference Price Found
DHR,2023-02-28,Belaware,Equities,246.98,0.0,246.97999572753906,No Reference Price Found
AMT,2022-08-31,Fund Whitestone,Equities,246.49,0.0,246.49000549316406,No Reference Price Found
ESS,2023-08-31,TT_monthly_Trustmind,Equities,246.44,0.0,246.44000244140625,No Reference Price Found
APD,2022-08-31,Belaware,Equities,246.35,0.0,246.35000610351562,No Reference Price Found
CI,2023-05-31,Fund Whitestone,Equities,246.25,0.0,246.25,No Reference Price Found
MSFT,2023-01-31,Fund Whitestone,Equities,246.13,0.0,246.1300048828125,No Reference Price Found
MKTX,2022-08-31,Belaware,Equities,246.11,0.0,246.11000061035156,No Reference Price Found
APD,2022-10-31,Belaware,Equities,246.07,0.0,246.07000732421875,No Reference Price Found
SNA,2023-02-28,Virtous,Equities,245.62,0.0,245.6199951171875,No Reference Price Found
GD,2022-10-31,Virtous,Equities,245.53,0.0,245.52999877929688,No Reference Price Found
WST,2022-09-30,Belaware,Equities,245.45,0.0,245.4499969482422,No Reference Price Found
STZ,2023-06-30,Fund Whitestone,Equities,245.32,0.0,245.32000732421875,No Reference Price Found
CAT,2023-06-30,Virtous,Equities,244.83,0.0,244.8300018310547,No Reference Price Found
DHR,2023-08-31,Belaware,Equities,244.33,0.0,244.3300018310547,No Reference Price Found
SNA,2023-01-31,Virtous,Equities,244.05,0.0,244.0500030517578,No Reference Price Found
GD,2022-12-31,Virtous,Equities,243.86,0.0,243.86000061035156,No Reference Price Found
SNA,2023-03-31,Virtous,Equities,243.85,0.0,243.85000610351562,No Reference Price Found
ALGN,2022-08-31,Report-of-Gohen,Equities,243.7,0.0,243.6999969482422,No Reference Price Found
STZ,2022-10-31,Fund Whitestone,Equities,243.65,0.0,243.64999389648438,No Reference Price Found
ESS,2023-07-31,TT_monthly_Trustmind,Equities,243.55,0.0,243.5500030517578,No Reference Price Found
WTW,2022-11-30,Leeder,Equities,243.55,0.0,243.5500030517578,No Reference Price Found
CRL,2023-01-31,Applebead,Equities,243.25,0.0,243.25,No Reference Price Found
SYK,2022-12-31,Fund Whitestone,Equities,243.22,0.0,243.22000122070312,No Reference Price Found
WTW,2022-12-31,Leeder,Equities,242.81,0.0,242.80999755859375,No Reference Price Found
STZ,2022-08-31,Fund Whitestone,Equities,242.63,0.0,242.6300048828125,No Reference Price Found
EPAM,2023-08-31,rpt-Catalysm,Equities,242.58,0.0,242.5800018310547,No Reference Price Found
TFX,2023-01-31,Report-of-Gohen,Equities,242.37,0.0,242.3699951171875,No Reference Price Found
HCA,2023-02-28,Belaware,Equities,242.35,0.0,242.35000610351562,No Reference Price Found
LHX,2022-10-31,Wallington,Equities,242.3,0.0,242.3000030517578,No Reference Price Found
STZ,2023-05-31,Fund Whitestone,Equities,242.17,0.0,242.1699981689453,No Reference Price Found
ITW,2023-03-31,TT_monthly_Trustmind,Equities,242.16,0.0,242.16000366210938,No Reference Price Found
NSC,2022-12-31,Fund Whitestone,Equities,242.03,0.0,242.02999877929688,No Reference Price Found
TFX,2023-06-30,Report-of-Gohen,Equities,241.67,0.0,241.6699981689453,No Reference Price Found
MKTX,2022-10-31,Belaware,Equities,241.61,0.0,241.61000061035156,No Reference Price Found
ANSS,2022-12-31,Applebead,Equities,241.59,0.0,241.58999633789062,No Reference Price Found
SEDG,2023-07-31,Applebead,Equities,241.46,0.0,241.4600067138672,No Reference Price Found
NSC,2023-01-31,rpt-Catalysm,Equities,241.43,0.0,241.42999267578125,No Reference Price Found
NDSN,2023-01-31,Virtous,Equities,241.21,0.0,241.2100067138672,No Reference Price Found
MCO,2022-09-30,Applebead,Equities,240.73,0.0,240.72999572753906,No Reference Price Found
ITW,2023-04-30,TT_monthly_Trustmind,Equities,240.66,0.0,240.66000366210938,No Reference Price Found
META,2023-04-30,rpt-Catalysm,Equities,240.32,0.0,240.32000732421875,No Reference Price Found
DHR,2023-06-30,Belaware,Equities,240.0,0.0,240.0,No Reference Price Found
PXD,2022-10-31,rpt-Catalysm,Equities,239.83,0.0,239.8300018310547,No Reference Price Found
ADP,2022-08-31,Belaware,Equities,239.43,0.0,239.42999267578125,No Reference Price Found
HCA,2022-12-31,Belaware,Equities,238.87,0.0,238.8699951171875,No Reference Price Found
BA,2023-07-31,Leeder,Equities,238.85,0.0,238.85000610351562,No Reference Price Found
HCA,2022-11-30,Belaware,Equities,238.58,0.0,238.5800018310547,No Reference Price Found
PH,2022-09-30,Belaware,Equities,238.31,0.0,238.30999755859375,No Reference Price Found
IEX,2023-01-31,Applebead,Equities,238.23,0.0,238.22999572753906,No Reference Price Found
MSFT,2022-12-31,Fund Whitestone,Equities,238.19,0.0,238.19000244140625,No Reference Price Found
ADP,2022-10-31,Belaware,Equities,237.8,0.0,237.8000030517578,No Reference Price Found
NSC,2022-08-31,Fund Whitestone,Equities,237.48,0.0,237.47999572753906,No Reference Price Found
MKTX,2023-08-31,Belaware,Equities,237.28,0.0,237.27999877929688,No Reference Price Found
TFX,2023-02-28,Report-of-Gohen,Equities,237.2,0.0,237.1999969482422,No Reference Price Found
NDSN,2023-08-31,Virtous,Equities,237.17,0.0,237.1699981689453,No Reference Price Found
CAT,2023-02-28,Virtous,Equities,237.08,0.0,237.0800018310547,No Reference Price Found
EPAM,2023-07-31,rpt-Catalysm,Equities,236.81,0.0,236.80999755859375,No Reference Price Found
DHR,2023-04-30,Belaware,Equities,236.64,0.0,236.63999938964844,No Reference Price Found
SHW,2023-04-30,Leeder,Equities,236.38,0.0,236.3800048828125,No Reference Price Found
ADP,2022-12-31,Belaware,Equities,236.14,0.0,236.13999938964844,No Reference Price Found
HSY,2023-02-28,Belaware,Equities,236.11,0.0,236.11000061035156,No Reference Price Found
SNA,2022-11-30,Virtous,Equities,236.07,0.0,236.07000732421875,No Reference Price Found
CAT,2022-12-31,Virtous,Equities,235.96,0.0,235.9600067138672,No Reference Price Found
NDSN,2022-12-31,Virtous,Equities,235.68,0.0,235.67999267578125,No Reference Price Found
SHW,2022-12-31,Leeder,Equities,235.53,0.0,235.52999877929688,No Reference Price Found
WTW,2023-06-30,Leeder,Equities,235.5,0.0,235.5,No Reference Price Found
IEX,2022-11-30,Applebead,Equities,235.46,0.0,235.4600067138672,No Reference Price Found
NFLX,2022-09-30,Magnum,Equities,235.44,0.0,235.44000244140625,No Reference Price Found
WST,2022-12-31,Belaware,Equities,234.94,0.0,234.94000244140625,No Reference Price Found
SHW,2023-01-31,Leeder,Equities,234.8,0.0,234.8000030517578,No Reference Price Found
ESS,2022-09-30,TT_monthly_Trustmind,Equities,234.65,0.0,234.64999389648438,No Reference Price Found
CDNS,2023-06-30,TT_monthly_Trustmind,Equities,234.52,0.0,234.52000427246094,No Reference Price Found
HSY,2022-10-31,Belaware,Equities,234.43,0.0,234.42999267578125,No Reference Price Found
TFX,2023-05-31,Report-of-Gohen,Equities,234.4,0.0,234.39999389648438,No Reference Price Found
ESS,2023-06-30,TT_monthly_Trustmind,Equities,234.3,0.0,234.3000030517578,No Reference Price Found
LOW,2023-07-31,Wallington,Equities,234.27,0.0,234.27000427246094,No Reference Price Found
WST,2022-11-30,Belaware,Equities,234.25,0.0,234.25,No Reference Price Found
CDNS,2023-07-31,TT_monthly_Trustmind,Equities,234.01,0.0,234.00999450683594,No Reference Price Found
NDSN,2022-11-30,Virtous,Equities,233.82,0.0,233.82000732421875,No Reference Price Found
ITW,2023-01-31,TT_monthly_Trustmind,Equities,233.51,0.0,233.50999450683594,No Reference Price Found
TFX,2022-11-30,Report-of-Gohen,Equities,233.11,0.0,233.11000061035156,No Reference Price Found
ROK,2022-08-31,Applebead,Equities,232.95,0.0,232.9499969482422,No Reference Price Found
CAT,2022-11-30,Virtous,Equities,232.86,0.0,232.86000061035156,No Reference Price Found
WTW,2023-02-28,Leeder,Equities,232.66,0.0,232.66000366210938,No Reference Price Found
ILMN,2023-03-31,Fund Whitestone,Equities,232.55,0.0,232.5500030517578,No Reference Price Found
US912810FQ68,2022-11-30,Fund Whitestone,Government Bond,232.45,0.0,232.4499969482422,No Reference Price Found
ETN,2023-08-31,Fund Whitestone,Equities,232.37,0.0,232.3699951171875,No Reference Price Found
US912810FQ68,2022-08-31,Fund Whitestone,Government Bond,232.32,0.0,232.32000732421875,No Reference Price Found
US912810FQ68,2023-05-31,Fund Whitestone,Government Bond,232.27,0.0,232.27000427246094,No Reference Price Found
US912810FQ68,2022-12-31,Fund Whitestone,Government Bond,232.26,0.0,232.25999450683594,No Reference Price Found
NSC,2023-07-31,Fund Whitestone,Equities,232.22,0.0,232.22000122070312,No Reference Price Found
NVDA,2023-02-28,Magnum,Equities,232.1,0.0,232.10000610351562,No Reference Price Found
VRSK,2023-08-31,Fund Whitestone,Equities,232.1,0.0,232.10000610351562,No Reference Price Found
US912810FQ68,2023-04-30,Fund Whitestone,Government Bond,232.05,0.0,232.0500030517578,No Reference Price Found
HSY,2022-11-30,Belaware,Equities,231.97,0.0,231.97000122070312,No Reference Price Found
SYK,2022-11-30,Fund Whitestone,Equities,231.96,0.0,231.9600067138672,No Reference Price Found
US912810FQ68,2023-02-28,Fund Whitestone,Government Bond,231.93,0.0,231.92999267578125,No Reference Price Found
US912810FQ68,2022-09-30,Fund Whitestone,Government Bond,231.9,0.0,231.89999389648438,No Reference Price Found
US912810FQ68,2023-01-31,Fund Whitestone,Government Bond,231.82,0.0,231.82000732421875,No Reference Price Found
US912810FQ68,2023-07-31,Fund Whitestone,Government Bond,231.82,0.0,231.82000732421875,No Reference Price Found
US912810FQ68,2023-08-31,Fund Whitestone,Government Bond,231.8,0.0,231.8000030517578,No Reference Price Found
US912810FQ68,2022-10-31,Fund Whitestone,Government Bond,231.76,0.0,231.75999450683594,No Reference Price Found
US912810FQ68,2023-03-31,Fund Whitestone,Government Bond,231.73,0.0,231.72999572753906,No Reference Price Found
US912810FQ68,2023-06-30,Fund Whitestone,Government Bond,231.72,0.0,231.72000122070312,No Reference Price Found
WTW,2023-03-31,Leeder,Equities,231.54,0.0,231.5399932861328,No Reference Price Found
SEDG,2022-09-30,Applebead,Equities,231.46,0.0,231.4600067138672,No Reference Price Found
CA135087WV25,2022-11-30,Fund Whitestone,Government Bond,231.37,0.0,231.3699951171875,No Reference Price Found
CA135087WV25,2022-08-31,Fund Whitestone,Government Bond,231.04,0.0,231.0399932861328,No Reference Price Found
CA135087WV25,2022-12-31,Fund Whitestone,Government Bond,230.94,0.0,230.94000244140625,No Reference Price Found
CDNS,2023-05-31,TT_monthly_Trustmind,Equities,230.91,0.0,230.91000366210938,No Reference Price Found
SBAC,2023-06-30,rpt-Catalysm,Equities,230.86,0.0,230.86000061035156,No Reference Price Found
WTW,2023-04-30,Leeder,Equities,230.76,0.0,230.75999450683594,No Reference Price Found
CA135087WV25,2023-05-31,Fund Whitestone,Government Bond,230.75,0.0,230.75,No Reference Price Found
CA135087WV25,2023-07-31,Fund Whitestone,Government Bond,230.71,0.0,230.7100067138672,No Reference Price Found
MSFT,2022-09-30,Fund Whitestone,Equities,230.67,0.0,230.6699981689453,No Reference Price Found
ITW,2023-02-28,TT_monthly_Trustmind,Equities,230.66,0.0,230.66000366210938,No Reference Price Found
AJG,2023-08-31,Magnum,Equities,230.61,0.0,230.61000061035156,No Reference Price Found
CA135087WV25,2023-04-30,Fund Whitestone,Government Bond,230.6,0.0,230.60000610351562,No Reference Price Found
CA135087WV25,2023-08-31,Fund Whitestone,Government Bond,230.45,0.0,230.4499969482422,No Reference Price Found
CA135087WV25,2023-02-28,Fund Whitestone,Government Bond,230.44,0.0,230.44000244140625,No Reference Price Found
CA135087WV25,2022-09-30,Fund Whitestone,Government Bond,230.37,0.0,230.3699951171875,No Reference Price Found
CA135087WV25,2023-03-31,Fund Whitestone,Government Bond,230.32,0.0,230.32000732421875,No Reference Price Found
CA135087WV25,2022-10-31,Fund Whitestone,Government Bond,230.3,0.0,230.3000030517578,No Reference Price Found
GD,2023-01-31,Virtous,Equities,230.3,0.0,230.3000030517578,No Reference Price Found
CA135087WV25,2023-01-31,Fund Whitestone,Government Bond,230.27,0.0,230.27000427246094,No Reference Price Found
HSY,2023-08-31,Belaware,Equities,230.22,0.0,230.22000122070312,No Reference Price Found
CA135087WV25,2023-06-30,Fund Whitestone,Government Bond,230.09,0.0,230.08999633789062,No Reference Price Found
