Fund_Name,EOM_Date,Instrument_ID,Instrument_Type,Position,Fund_Price,Market_Value,Realized_PL
Fund Whitestone,2023-06-30,APH,Equities,309289.8943,84.9500,26274176.5181,-658104.3750
Fund Whitestone,2023-06-30,ARE,Equities,314920.7571,113.4900,35740356.7256,47297.5568
Fund Whitestone,2023-06-30,ATVI,Equities,296870.4685,83.4000,24758997.0709,-281309.5249
Fund Whitestone,2023-06-30,AXP,Equities,142924.7437,173.6000,24811735.5040,94965.0848
Fund Whitestone,2023-06-30,AZO,Equities,102224.0480,2493.3600,254881352.3190,1711644.9631
Fund Whitestone,2023-06-30,BE0000304130,Government Bond,4437.0180,160.2900,711209.6109,267.8516
Fund Whitestone,2023-06-30,BSX,Equities,3538.3296,54.0900,191388.2485,2227.4191
Fund Whitestone,2023-06-30,CA135087VS05,Government Bond,1686.6810,206.6200,348502.0368,-4.9442
Fund Whitestone,2023-06-30,CA135087WV25,Government Bond,1688.3301,230.0900,388467.8787,105.0296
Fund Whitestone,2023-06-30,CA135087YK42,Government Bond,2444.8522,186.6100,456233.8765,126.7643
Fund Whitestone,2023-06-30,CEG,Equities,142277.1612,91.3100,12991327.5928,2653.4754
Fund Whitestone,2023-06-30,CHD,Equities,90270.2873,99.9500,9022515.2113,-14369.8799
Fund Whitestone,2023-06-30,CHRW,Equities,257631.7557,94.3500,24307556.1496,12434.8876
Fund Whitestone,2023-06-30,CI,Equities,52196.4015,280.6000,14646310.2527,41036.6872
Fund Whitestone,2023-06-30,CMA,Equities,84126.4077,42.3600,3563594.6294,24674.4495
Fund Whitestone,2023-06-30,CND100045210,Government Bond,34736.3773,101.8400,3537552.6626,2.7279
Fund Whitestone,2023-06-30,CSGP,Equities,336145.6614,89.0000,29916963.8623,-224006.2697
Fund Whitestone,2023-06-30,DD,Equities,125488.9396,71.1100,8923518.4975,-40787.6379
Fund Whitestone,2023-06-30,DE0001030559,Government Bond,6622.1062,135.8900,899878.0048,449.5185
Fund Whitestone,2023-06-30,DE0001030567,Government Bond,5700.4264,121.2400,691119.6908,284.9355
Fund Whitestone,2023-06-30,DK0009923807,Government Bond,97405.4445,104.6500,10193479.7632,1319.9447
Fund Whitestone,2023-06-30,ES00000128E2,Government Bond,2365.9194,150.4300,355905.2539,66.7359
Fund Whitestone,2023-06-30,ES0000012B39,Government Bond,30285.3158,108.1400,3275054.0550,1704.3845
Fund Whitestone,2023-06-30,ETN,Equities,363131.2832,200.3000,72735196.0242,188466.4232
Fund Whitestone,2023-06-30,EVRG,Equities,42468.5317,57.7900,2454256.4496,-1550.7673
Fund Whitestone,2023-06-30,EXC,Equities,23936.7539,40.3800,966566.1223,4787.8340
Fund Whitestone,2023-06-30,FANG,Equities,100577.3694,130.6200,13137415.9924,-88815.9386
Fund Whitestone,2023-06-30,FAST,Equities,310199.4813,58.6400,18190097.5806,28662.6019
Fund Whitestone,2023-06-30,FCX,Equities,284369.7476,39.8500,11332134.4415,309371.1894
Fund Whitestone,2023-06-30,FR0000188799,Government Bond,3465.2424,209.2000,724928.7078,-173.5562
Fund Whitestone,2023-06-30,GB00B3MYD345,Government Bond,4302.2051,272.3900,1171877.6507,577.0949
Fund Whitestone,2023-06-30,GB00BL68HJ26,Government Bond,22676.2108,97.1300,2202540.3557,1734.7557
Fund Whitestone,2023-06-30,HON,Equities,161896.9404,206.3700,33410671.5934,-205147.5237
Fund Whitestone,2023-06-30,HPQ,Equities,160371.4193,30.7100,4925006.2866,30901.3153
Fund Whitestone,2023-06-30,ILMN,Equities,331177.1180,187.4900,62092397.8480,335009.8494
Fund Whitestone,2023-06-30,IT0003745541,Government Bond,5106.4939,179.2200,915185.8286,14.5131
Fund Whitestone,2023-06-30,IT0004735152,Government Bond,5225.5072,140.3200,733243.1767,433.3890
Fund Whitestone,2023-06-30,JBHT,Equities,55411.1210,180.6600,10010573.1285,15930.6973
Fund Whitestone,2023-06-30,JKHY,Equities,81877.8072,167.3300,13700613.4768,-34990.2772
Fund Whitestone,2023-06-30,JP1103571L10,Government Bond,6216133.5217,101.0000,627829485.6884,3104.1105
Fund Whitestone,2023-06-30,LEN,Equities,116585.3756,124.9300,14565010.9694,316522.8502
Fund Whitestone,2023-06-30,LNT,Equities,293183.8025,52.0400,15257285.0823,3614.3399
Fund Whitestone,2023-06-30,MDLZ,Equities,332471.5581,72.9400,24250475.4472,1890.5880
Fund Whitestone,2023-06-30,MHK,Equities,1240.8071,103.1600,128001.6610,-2155.9023
Fund Whitestone,2023-06-30,MSFT,Equities,181848.1813,339.8200,61795648.9694,-242115.0231
Fund Whitestone,2023-06-30,MX0MG00000H9,Government Bond,3639490.2955,105.8500,385240047.7834,-19417.2533
Fund Whitestone,2023-06-30,NEM,Equities,81831.0595,42.6600,3490912.9979,10160.6966
Fund Whitestone,2023-06-30,NI,Equities,333660.1817,27.1100,9045527.5265,-4589.7300
Fund Whitestone,2023-06-30,NSC,Equities,338888.9177,225.4300,76395728.7256,-152829.3366
Fund Whitestone,2023-06-30,OXY,Equities,149380.2746,58.8000,8783560.1453,-7201.5734
Fund Whitestone,2023-06-30,PHM,Equities,11758.1935,77.6800,913376.4712,23328.3091
Fund Whitestone,2023-06-30,RCL,Equities,126623.2055,103.7400,13135891.3362,207938.1076
Fund Whitestone,2023-06-30,SJM,Equities,158014.4656,146.5800,23161760.3694,24823.8972
Fund Whitestone,2023-06-30,SO,Equities,49397.2170,69.5300,3434588.4969,1584.8315
Fund Whitestone,2023-06-30,STT,Equities,34025.5593,73.1800,2489990.4319,-7487.4833
Fund Whitestone,2023-06-30,STZ,Equities,236545.2826,245.3200,58029288.7287,46611.8031
Fund Whitestone,2023-06-30,SYK,Equities,291611.0505,305.0900,88967615.3993,184625.8643
Fund Whitestone,2023-06-30,T,Equities,347053.9407,15.6700,5438335.2502,-20797.5312
Fund Whitestone,2023-06-30,TMO,Equities,242169.0185,521.7500,126351685.4272,66137.3742
Fund Whitestone,2023-06-30,TROW,Equities,3562.9718,112.0200,399124.1016,1037.9620
Fund Whitestone,2023-06-30,TTWO,Equities,341466.4432,147.1600,50250201.7880,-84703.3008
Fund Whitestone,2023-06-30,UDR,Equities,45007.0404,42.5400,1914599.5004,3994.5424
Fund Whitestone,2023-06-30,ULTA,Equities,351804.5697,470.6000,165559230.5178,2293533.7038
Fund Whitestone,2023-06-30,US912810FQ68,Government Bond,1491.1197,231.7200,345522.2461,-158.8400
Fund Whitestone,2023-06-30,US912810FS25,Government Bond,6224.0471,161.0500,1002382.7909,638.3267
Fund Whitestone,2023-06-30,US912810SM18,Government Bond,4343.8848,130.2000,565573.7966,-120.1766
Fund Whitestone,2023-06-30,VICI,Equities,203627.8974,31.4300,6400024.8145,-33526.9172
Fund Whitestone,2023-06-30,VRSK,Equities,214710.7256,226.0300,48531065.2986,123574.1684
Fund Whitestone,2023-06-30,WEC,Equities,49559.8072,87.4500,4334005.1367,-2955.1309
Fund Whitestone,2023-06-30,XOM,Equities,346862.6012,106.3800,36899243.5209,455018.9442
Fund Whitestone,2023-07-31,ABC,Equities,160822.9513,186.4100,29979006.3557,-191285.0557
Fund Whitestone,2023-07-31,ADM,Equities,31890.6270,84.5100,2695076.8889,-3354.4191
Fund Whitestone,2023-07-31,ALL,Equities,41720.2062,112.6800,4701032.8345,24853.7094
Fund Whitestone,2023-07-31,AMD,Equities,252889.5823,114.4000,28930568.2123,5370.2716
Fund Whitestone,2023-07-31,AMT,Equities,279482.3785,190.3100,53188291.4491,9195.0547
Fund Whitestone,2023-07-31,AOS,Equities,362224.7161,72.3200,26196091.4676,-6876.8158
Fund Whitestone,2023-07-31,APH,Equities,309411.1725,88.3100,27324100.6464,-2037.4748
Fund Whitestone,2023-07-31,ARE,Equities,330054.6900,125.6800,41481273.4450,-922413.2118
Fund Whitestone,2023-07-31,ATVI,Equities,286101.9491,91.7700,26255575.8689,450662.5359
Fund Whitestone,2023-07-31,AXP,Equities,140598.7135,168.8800,23744310.7434,-54894.3114
Fund Whitestone,2023-07-31,AZO,Equities,101084.3464,2481.7200,250863044.0961,-66330.6343
Fund Whitestone,2023-07-31,BE0000304130,Government Bond,4484.3555,160.4000,719290.6247,-26.0356
Fund Whitestone,2023-07-31,BSX,Equities,3631.4626,51.8500,188291.3367,1043.0897
Fund Whitestone,2023-07-31,CA135087VS05,Government Bond,1740.7578,206.8100,360006.1285,-51.3730
Fund Whitestone,2023-07-31,CA135087WV25,Government Bond,1689.6563,230.7100,389820.5950,-4.1110
Fund Whitestone,2023-07-31,CA135087YK42,Government Bond,2343.6231,187.0400,438351.2600,217.6427
Fund Whitestone,2023-07-31,CEG,Equities,142997.9455,96.3900,13783571.9675,-18307.9204
Fund Whitestone,2023-07-31,CHD,Equities,87474.9682,95.4000,8345111.9674,-63593.5083
Fund Whitestone,2023-07-31,CHRW,Equities,253762.0852,100.1800,25421885.6922,112800.8958
Fund Whitestone,2023-07-31,CI,Equities,53463.7835,295.1000,15777162.5093,-91885.1967
Fund Whitestone,2023-07-31,CMA,Equities,86596.4256,53.9600,4672743.1234,-143261.0372
Fund Whitestone,2023-07-31,CND100045210,Government Bond,35073.9547,101.8100,3570879.3301,50.6366
Fund Whitestone,2023-07-31,CSGP,Equities,332807.3684,83.9700,27945834.7267,-83958.0677
Fund Whitestone,2023-07-31,DD,Equities,127193.4791,77.6300,9874029.7802,-55567.9855
Fund Whitestone,2023-07-31,DE0001030559,Government Bond,6640.8200,135.9900,903085.1059,-9.3569
Fund Whitestone,2023-07-31,DE0001030567,Government Bond,5679.8369,121.3800,689418.5994,14.4126
Fund Whitestone,2023-07-31,DK0009923807,Government Bond,95595.9964,104.6200,10001253.1470,-271.4172
Fund Whitestone,2023-07-31,ES00000128E2,Government Bond,2303.9385,150.4900,346719.7050,18.5943
Fund Whitestone,2023-07-31,ES0000012B39,Government Bond,29100.0445,108.1100,3146005.8140,-177.7907
Fund Whitestone,2023-07-31,ETN,Equities,354871.7985,204.5100,72574831.5144,173862.1525
Fund Whitestone,2023-07-31,EVRG,Equities,41293.1956,59.3200,2449512.3616,8991.3217
Fund Whitestone,2023-07-31,EXC,Equities,24823.3898,41.4900,1029922.4434,-4920.8293
Fund Whitestone,2023-07-31,FANG,Equities,98318.9845,146.4900,14402748.0417,179202.8414
Fund Whitestone,2023-07-31,FAST,Equities,311412.2639,58.6100,18251872.7871,181.9174
Fund Whitestone,2023-07-31,FCX,Equities,283186.0766,44.6500,12644258.3185,28408.1047
Fund Whitestone,2023-07-31,FR0000188799,Government Bond,3443.7901,209.3100,720819.6985,11.7988
Fund Whitestone,2023-07-31,GB00B3MYD345,Government Bond,4359.3348,273.0200,1190185.5820,-179.9585
Fund Whitestone,2023-07-31,GB00BL68HJ26,Government Bond,21558.9482,97.4700,2101350.6803,1899.3464
Fund Whitestone,2023-07-31,HON,Equities,162482.4342,193.0700,31370483.5687,38935.3359
Fund Whitestone,2023-07-31,HPQ,Equities,165611.9932,32.8300,5437041.7378,-55550.0837
Fund Whitestone,2023-07-31,ILMN,Equities,327966.6262,192.1500,63018787.2281,74804.4578
Fund Whitestone,2023-07-31,IT0003745541,Government Bond,5057.2710,179.3400,906970.9755,29.5337
Fund Whitestone,2023-07-31,IT0004735152,Government Bond,5307.7865,140.4200,745319.3767,-41.1396
Fund Whitestone,2023-07-31,JBHT,Equities,55553.0553,203.5200,11306157.8090,-16223.0818
Fund Whitestone,2023-07-31,JKHY,Equities,82617.0731,167.5700,13844142.9400,-887.1191
Fund Whitestone,2023-07-31,JP1103571L10,Government Bond,5950762.5028,100.9500,600729474.6601,-66342.7547
Fund Whitestone,2023-07-31,LEN,Equities,116339.3160,126.8300,14755315.4456,2337.5661
Fund Whitestone,2023-07-31,LNT,Equities,283450.1346,53.7400,15232610.2342,82736.1771
Fund Whitestone,2023-07-31,MDLZ,Equities,328457.2959,74.1300,24348539.3415,23884.8603
Fund Whitestone,2023-07-31,MHK,Equities,1218.0976,106.3400,129532.5019,361.0807
Fund Whitestone,2023-07-31,MSFT,Equities,179468.7597,335.2100,60159722.9493,-54845.6672
Fund Whitestone,2023-07-31,MX0MG00000H9,Government Bond,3640557.1776,105.8900,385498599.5353,-213.3764
Fund Whitestone,2023-07-31,NEM,Equities,82154.7903,42.9200,3526083.6004,-420.8501
Fund Whitestone,2023-07-31,NI,Equities,332916.0840,27.8400,9268383.7786,2715.9567
Fund Whitestone,2023-07-31,NSC,Equities,329323.6382,232.2200,76475535.2619,324741.2404
Fund Whitestone,2023-07-31,OXY,Equities,147166.4631,63.1300,9290618.8136,47929.0192
Fund Whitestone,2023-07-31,PHM,Equities,11781.1446,84.3900,994210.7900,-770.0083
Fund Whitestone,2023-07-31,RCL,Equities,130810.9295,109.1100,14272780.5131,-112440.3889
Fund Whitestone,2023-07-31,SJM,Equities,154857.3653,149.5400,23157370.4054,46725.0848
Fund Whitestone,2023-07-31,SO,Equities,49412.0748,71.6000,3537904.5542,-153.7782
Fund Whitestone,2023-07-31,STT,Equities,33379.5472,72.4400,2418014.4007,-2390.2448
Fund Whitestone,2023-07-31,STZ,Equities,238084.2120,271.9000,64735097.2370,-204523.7137
Fund Whitestone,2023-07-31,SYK,Equities,282440.8917,283.4100,80046573.1128,-994045.2162
Fund Whitestone,2023-07-31,T,Equities,328350.0298,14.5200,4767642.4329,-107547.4874
Fund Whitestone,2023-07-31,TMO,Equities,243487.8593,548.6600,133592048.8712,-177450.0202
Fund Whitestone,2023-07-31,TROW,Equities,3618.4167,123.2600,446006.0485,-3116.0058
Fund Whitestone,2023-07-31,TTWO,Equities,351554.2823,152.9400,53766711.9383,-291538.5493
Fund Whitestone,2023-07-31,UDR,Equities,45404.8187,40.8800,1856148.9866,3301.5592
Fund Whitestone,2023-07-31,ULTA,Equities,349370.7904,444.8000,155400127.5604,-313957.5371
Fund Whitestone,2023-07-31,US912810FQ68,Government Bond,1511.7916,231.8200,350463.5400,-10.3360
Fund Whitestone,2023-07-31,US912810FS25,Government Bond,6066.9831,161.2300,978179.6859,141.3576
Fund Whitestone,2023-07-31,US912810SM18,Government Bond,4566.5335,130.1900,594516.9899,11.1324
Fund Whitestone,2023-07-31,VICI,Equities,200539.8918,31.4800,6312995.7952,772.0014
Fund Whitestone,2023-07-31,VRSK,Equities,227531.9158,228.9400,52091156.8041,-186548.3180
Fund Whitestone,2023-07-31,WEC,Equities,49583.9662,89.0600,4415948.0283,-194.4801
Fund Whitestone,2023-07-31,XOM,Equities,357732.2261,106.3700,38051976.8914,543.4812
Fund Whitestone,2023-08-31,ABC,Equities,160366.3459,179.5400,28792173.7433,-15684.3961
Fund Whitestone,2023-08-31,ADM,Equities,32921.2507,78.1200,2571808.1025,32928.4259
Fund Whitestone,2023-08-31,ALL,Equities,41187.4999,105.2100,4333336.8621,-19896.5811
Fund Whitestone,2023-08-31,AMD,Equities,258751.7677,103.7100,26835145.8296,313333.8117
Fund Whitestone,2023-08-31,AMT,Equities,279735.6858,173.4900,48531344.1250,21303.1432
Fund Whitestone,2023-08-31,AOS,Equities,364030.6026,71.4500,26009986.5557,7855.6063
Fund Whitestone,2023-08-31,APH,Equities,300709.4570,85.8500,25815906.8876,-107031.1005
Fund Whitestone,2023-08-31,ARE,Equities,328865.8248,112.9100,37132240.2812,-75909.0442
Fund Whitestone,2023-08-31,ATVI,Equities,284456.3577,82.9800,23604188.5592,-72323.7435
Fund Whitestone,2023-08-31,AXP,Equities,143597.3307,154.0100,22115424.9036,222947.1867
Fund Whitestone,2023-08-31,AZO,Equities,100499.0942,2451.6900,246392624.2493,-87875.6153
Fund Whitestone,2023-08-31,BE0000304130,Government Bond,4263.8853,160.3400,683671.3682,-66.1411
Fund Whitestone,2023-08-31,BSX,Equities,3705.7516,52.4400,194329.6136,-219.1525
Fund Whitestone,2023-08-31,CA135087VS05,Government Bond,1763.5903,206.6600,364463.5639,17.1243
Fund Whitestone,2023-08-31,CA135087WV25,Government Bond,1629.1515,230.4500,375437.9734,-78.6561
Fund Whitestone,2023-08-31,CA135087YK42,Government Bond,2399.0352,186.6200,447707.9581,116.3656
Fund Whitestone,2023-08-31,CEG,Equities,139973.4782,106.5600,14915573.8358,153794.1632
Fund Whitestone,2023-08-31,CHD,Equities,89273.8486,98.4400,8788117.6568,-27342.9820
Fund Whitestone,2023-08-31,CHRW,Equities,263657.0145,100.5500,26510712.8075,-18305.6193
Fund Whitestone,2023-08-31,CI,Equities,52471.6935,282.3100,14813283.7829,-63444.1572
Fund Whitestone,2023-08-31,CMA,Equities,85670.1689,44.6300,3823459.6361,-43209.8753
Fund Whitestone,2023-08-31,CND100045210,Government Bond,34821.6241,101.8200,3545537.7670,12.6165
Fund Whitestone,2023-08-31,CSGP,Equities,348613.1636,87.2000,30399067.8668,-255263.5922
Fund Whitestone,2023-08-31,DD,Equities,127641.3872,74.1000,9458226.7946,7905.5792
Fund Whitestone,2023-08-31,DE0001030559,Government Bond,6393.6687,135.9900,869475.0004,0.0000
Fund Whitestone,2023-08-31,DE0001030567,Government Bond,5548.8649,121.4800,674076.1081,65.4860
Fund Whitestone,2023-08-31,DK0009923807,Government Bond,93119.9097,104.6100,9741273.7493,-123.8043
Fund Whitestone,2023-08-31,ES00000128E2,Government Bond,2419.8570,150.3900,363922.2881,57.9592
Fund Whitestone,2023-08-31,ES0000012B39,Government Bond,28826.7489,108.1400,3117324.6248,40.9943
Fund Whitestone,2023-08-31,ETN,Equities,357767.9815,232.3700,83134545.8508,-403438.2835
Fund Whitestone,2023-08-31,EVRG,Equities,42159.9003,56.3900,2377396.7782,12697.2243
Fund Whitestone,2023-08-31,EXC,Equities,23651.6775,40.2600,952216.5360,-7206.0308
Fund Whitestone,2023-08-31,FANG,Equities,97229.4129,150.4400,14627192.8700,21519.0403
Fund Whitestone,2023-08-31,FAST,Equities,304378.1246,57.2900,17437822.7556,-46425.3197
Fund Whitestone,2023-08-31,FCX,Equities,289219.9118,36.3700,10518928.1927,249800.7795
Fund Whitestone,2023-08-31,FR0000188799,Government Bond,3407.4595,209.3100,713215.3512,0.0000
Fund Whitestone,2023-08-31,GB00B3MYD345,Government Bond,4165.3497,272.8500,1136515.6691,-164.8873
Fund Whitestone,2023-08-31,GB00BL68HJ26,Government Bond,21936.5519,97.5800,2140568.7304,-207.6820
Fund Whitestone,2023-08-31,HON,Equities,155947.0577,190.4800,29704795.5592,-84633.1249
Fund Whitestone,2023-08-31,HPQ,Equities,166318.4029,31.3400,5212418.7464,5262.7519
Fund Whitestone,2023-08-31,ILMN,Equities,325715.9722,140.4700,45753322.6163,-581568.9961
Fund Whitestone,2023-08-31,IT0003745541,Government Bond,5147.0900,179.3300,923027.6586,4.4910
Fund Whitestone,2023-08-31,IT0004735152,Government Bond,5244.1365,140.5500,737063.3857,41.3725
Fund Whitestone,2023-08-31,JBHT,Equities,57494.7155,187.7100,10792333.0383,153488.2376
Fund Whitestone,2023-08-31,JKHY,Equities,81541.0305,164.3700,13402899.1822,-17216.6818
Fund Whitestone,2023-08-31,JP1103571L10,Government Bond,5913634.9062,101.0500,597572807.2666,18563.7983
Fund Whitestone,2023-08-31,LEN,Equities,119866.1701,115.6500,13862522.5668,197151.1428
Fund Whitestone,2023-08-31,LNT,Equities,284938.8132,51.2000,14588867.2376,18906.2185
Fund Whitestone,2023-08-31,MDLZ,Equities,322986.2449,77.4100,25002365.2174,89725.2357
Fund Whitestone,2023-08-31,MHK,Equities,1180.5304,102.3900,120874.5034,-741.9536
Fund Whitestone,2023-08-31,MSFT,Equities,180889.3099,345.3600,62471932.0745,-72092.9222
Fund Whitestone,2023-08-31,MX0MG00000H9,Government Bond,3473412.3233,105.8400,367625960.2974,-41786.2136
Fund Whitestone,2023-08-31,NEM,Equities,82057.6711,37.7500,3097677.0828,-2510.5326
Fund Whitestone,2023-08-31,NI,Equities,344720.1796,26.7000,9204028.7963,67283.3451
Fund Whitestone,2023-08-31,NSC,Equities,339252.9941,207.6600,70449276.7593,1219324.9077
Fund Whitestone,2023-08-31,OXY,Equities,149008.8297,61.1400,9110399.8476,18331.5479
Fund Whitestone,2023-08-31,PHM,Equities,11969.5849,80.7900,967022.7640,3391.9260
Fund Whitestone,2023-08-31,RCL,Equities,129949.9021,106.0400,13779887.6184,-13216.7700
Fund Whitestone,2023-08-31,SJM,Equities,155845.9523,147.5500,22995070.2558,9836.4403
Fund Whitestone,2023-08-31,SO,Equities,48733.5688,68.5300,3339711.4692,-10415.0669
Fund Whitestone,2023-08-31,STT,Equities,33707.6267,65.6200,2211894.4621,11187.5092
Fund Whitestone,2023-08-31,STZ,Equities,233585.8030,263.8300,61626942.4163,-181510.8006
Fund Whitestone,2023-08-31,SYK,Equities,299180.0705,274.7800,82208699.7683,722295.5652
Fund Whitestone,2023-08-31,T,Equities,342995.2258,13.5500,4647585.3100,71029.2007
Fund Whitestone,2023-08-31,TMO,Equities,251998.1146,519.6300,130945780.2653,1235263.5533
Fund Whitestone,2023-08-31,TROW,Equities,3572.3938,109.0600,389605.2702,-3267.6278
Fund Whitestone,2023-08-31,TTWO,Equities,352625.2515,140.4600,49529742.8311,66828.4791
Fund Whitestone,2023-08-31,UDR,Equities,43406.9888,38.8800,1687663.7228,-19978.2990
Fund Whitestone,2023-08-31,ULTA,Equities,361433.8707,400.7600,144848238.0106,2656290.2807
Fund Whitestone,2023-08-31,US912810FQ68,Government Bond,1486.7117,231.8000,344619.7615,-2.5080
Fund Whitestone,2023-08-31,US912810FS25,Government Bond,6009.0850,161.6000,971068.1346,107.1115
Fund Whitestone,2023-08-31,US912810SM18,Government Bond,4583.9698,130.0000,595916.0731,16.5645
Fund Whitestone,2023-08-31,VICI,Equities,196068.2994,30.9300,6064392.5009,-12296.8792
Fund Whitestone,2023-08-31,VRSK,Equities,216434.9546,232.1000,50234552.9612,175331.9871
Fund Whitestone,2023-08-31,WEC,Equities,47361.3366,84.1200,3984035.6376,-54898.9499
Fund Whitestone,2023-08-31,XOM,Equities,361021.7178,107.0000,38629323.8094,-10361.8990
Leeder,2022-08-31,AAP,Equities,15573.4752,162.7800,2535050.2908,17416.5744
Leeder,2022-08-31,ABC,Equities,181144.1061,144.8700,26242346.6526,116410.8719
Leeder,2022-08-31,ALL,Equities,129505.7410,117.9400,15273907.0961,-45584.4787
Leeder,2022-08-31,APD,Equities,141800.5899,246.3500,34932575.3103,30865.5596
Leeder,2022-08-31,AVGO,Equities,141800.5899,484.7700,68740671.9431,-347732.5041
Leeder,2022-08-31,AZO,Equities,131964.7108,2119.2100,279660934.7494,-1391492.0395
Leeder,2022-08-31,BA,Equities,79506.6891,160.2500,12740946.9296,13668.5393
Leeder,2022-08-31,BBY,Equities,9016.2225,67.4500,608144.2060,-4147.4931
Leeder,2022-08-31,C,Equities,86883.5984,46.7200,4059201.7176,211.5091
Leeder,2022-08-31,CDW,Equities,55736.6480,168.6000,9397198.8587,26735.3993
Leeder,2022-08-31,CFG,Equities,160652.6914,34.9700,5618024.6181,-9865.2137
Leeder,2022-08-31,CHD,Equities,43441.7992,82.6700,3591333.5402,12198.6786
Leeder,2022-08-31,CHTR,Equities,227044.8751,412.6300,93685526.8054,167974.6065
Leeder,2022-08-31,COST,Equities,55736.6480,518.1900,28882173.6451,10394.1858
Leeder,2022-08-31,CRM,Equities,42622.1426,156.1200,6654168.9050,10904.0258
Leeder,2022-08-31,DOV,Equities,178685.1363,123.6300,22090843.4065,26414.2004
Leeder,2022-08-31,EG,Equities,52458.0217,265.2000,13911867.3495,35003.1003
Leeder,2022-08-31,EIX,Equities,41802.4860,64.8400,2710473.1939,916.6754
Leeder,2022-08-31,EMR,Equities,181963.7627,79.8400,14527986.8141,-29843.0744
Leeder,2022-08-31,EQT,Equities,111473.2961,47.0200,5241474.3812,14917.6236
Leeder,2022-08-31,EXR,Equities,181144.1061,189.9100,34401077.1919,-84026.5925
Leeder,2022-08-31,FICO,Equities,207373.1170,449.4000,93193478.7586,-359749.2506
Leeder,2022-08-31,FSLR,Equities,159833.0348,127.5500,20386703.5894,-188580.0638
Leeder,2022-08-31,FTV,Equities,61474.2442,63.1300,3880869.0336,-11767.6168
Leeder,2022-08-31,GOOG,Equities,119669.8620,109.1500,13061965.4326,24123.1669
Leeder,2022-08-31,HCA,Equities,93440.8511,195.9900,18313472.4104,-188105.2420
Leeder,2022-08-31,HOLX,Equities,91801.5379,67.5600,6202111.9032,15750.9975
Leeder,2022-08-31,ILMN,Equities,22950.3845,201.6400,4627715.5275,-9821.1292
Leeder,2022-08-31,INTC,Equities,120489.5185,30.8800,3720716.3327,-6553.4818
Leeder,2022-08-31,IP,Equities,173767.1968,39.4700,6858591.2583,14307.5174
Leeder,2022-08-31,IR,Equities,152456.1255,47.3100,7212699.2977,9859.7459
Leeder,2022-08-31,IT,Equities,77867.3759,285.3200,22217119.7006,-32629.1657
Leeder,2022-08-31,J,Equities,95899.8209,123.5200,11845545.8755,-16864.5667
Leeder,2022-08-31,KEY,Equities,158193.7216,16.9500,2681383.5816,-15917.5447
Leeder,2022-08-31,KR,Equities,158193.7216,46.8700,7414539.7327,-36220.9354
Leeder,2022-08-31,LMT,Equities,53277.6783,412.1200,21956796.7680,109423.1386
Leeder,2022-08-31,LNC,Equities,15573.4752,43.2500,673552.8018,590.4512
Leeder,2022-08-31,MA,Equities,109833.9829,322.3500,35404984.3852,-20637.2791
Leeder,2022-08-31,MGM,Equities,208192.7735,32.6400,6795412.1284,4111.5933
Leeder,2022-08-31,MS,Equities,166390.2875,82.2500,13685601.1482,-9845.4289
Leeder,2022-08-31,MSCI,Equities,127046.7713,444.5300,56476101.2263,-1281.9225
Leeder,2022-08-31,MSFT,Equities,118030.5488,258.9700,30566371.2174,-6348.8714
Leeder,2022-08-31,MTB,Equities,3278.6264,177.1000,580644.7275,-1920.3667
Leeder,2022-08-31,NI,Equities,79506.6891,28.4600,2262760.3720,4111.2533
Leeder,2022-08-31,ODFL,Equities,131964.7108,270.1700,35652905.9136,-62939.1191
Leeder,2022-08-31,OXY,Equities,210651.7433,70.3000,14808817.5545,41078.0697
Leeder,2022-08-31,PARA,Equities,93440.8511,22.5200,2104287.9672,9185.0654
Leeder,2022-08-31,PAYX,Equities,67211.8403,119.8000,8051978.4652,1124.4207
Leeder,2022-08-31,PCAR,Equities,120489.5185,55.9800,6745003.2482,30683.3388
Leeder,2022-08-31,PPL,Equities,120489.5185,28.1300,3389370.1567,7706.7492
Leeder,2022-08-31,PRU,Equities,227864.5317,90.8700,20706049.9930,29815.1476
Leeder,2022-08-31,REGN,Equities,120489.5185,581.0600,70011639.6462,-90631.6994
Leeder,2022-08-31,RHI,Equities,124587.8015,75.0700,9352806.2578,19677.3757
Leeder,2022-08-31,SEDG,Equities,186062.0456,275.9700,51347542.7368,-138341.1907
Leeder,2022-08-31,SHW,Equities,138521.9635,229.7700,31828191.5530,27904.4577
Leeder,2022-08-31,TJX,Equities,87703.2550,61.3600,5381471.7265,53.5535
Leeder,2022-08-31,TPR,Equities,68851.1535,33.6700,2318218.3368,-8493.5417
Leeder,2022-08-31,TRMB,Equities,168849.2573,63.2500,10679715.5231,3781.8823
Leeder,2022-08-31,TSN,Equities,230323.5014,73.5600,16942596.7658,-1605.5971
Leeder,2022-08-31,VLO,Equities,110653.6395,113.5000,12559188.0811,-27642.4183
Leeder,2022-08-31,VRSK,Equities,8196.5659,185.8900,1523659.6328,192.8566
Leeder,2022-08-31,WEC,Equities,122948.4883,99.7200,12260423.2545,167.6885
Leeder,2022-08-31,WRK,Equities,124587.8015,39.2300,4887579.4524,-10475.6786
Leeder,2022-08-31,WST,Equities,146718.5294,295.9300,43418414.4011,-29064.9283
Leeder,2022-08-31,WTW,Equities,126227.1147,203.8200,25727610.5114,96392.0707
